,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99,r100,r101,r102,r103,r104,r105,r106,r107,r108,r109,r110,r111,r112,r113,r114,r115,r116,r117,r118,r119
1309,1309,0.993,0.993,0.891,0.934,0.936,0.892,0.993,0.993,0.891,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.934,0.891,0.993,0.993,0.993,0.993,0.891,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.891,0.891,0.993,0.993,0.993,0.993,0.891,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.891,0.934,0.936,0.892,0.993,0.993,0.891,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.934,0.891,0.993,0.993,0.993,0.993,0.891,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.891,0.891,0.993,0.993,0.993,0.993,0.891,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993
1310,1310,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.927,0.927,0.992,0.992,0.930,0.992,0.927,0.927,0.927,0.992,0.992,0.927,0.992,0.992,0.992,0.927,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.832,0.927,0.992,0.927,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.927,0.927,0.992,0.992,0.930,0.992,0.927,0.927,0.927,0.992,0.992,0.927,0.992,0.992,0.992,0.927,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.832,0.927,0.992,0.927,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992,0.992
1311,1311,0.927,0.927,0.927,0.927,0.927,0.965,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.965,0.900,0.927,0.904,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.888,0.927,0.927,0.927,0.927,0.927,0.884,0.900,0.909,0.927,0.900,0.888,0.909,0.927,0.909,0.909,0.900,0.909,0.909,0.909,0.909,0.888,0.888,0.909,0.909,0.909,0.888,0.927,0.927,0.927,0.927,0.965,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.965,0.900,0.927,0.904,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.927,0.888,0.927,0.927,0.927,0.927,0.927,0.884,0.900,0.909,0.927,0.900,0.888,0.909,0.927,0.909,0.909,0.900,0.909,0.909,0.909,0.909,0.888,0.888,0.909,0.909,0.909,0.888
1312,1312,0.025,0.113,0.113,0.016,0.027,0.519,0.025,0.202,0.025,0.025,0.207,0.025,0.025,0.025,0.015,0.025,0.025,0.025,0.025,0.025,0.025,0.114,0.519,0.638,0.025,0.058,0.025,0.015,0.433,0.025,0.027,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.519,0.519,0.642,0.519,0.058,0.025,0.025,0.519,0.519,0.519,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.113,0.113,0.016,0.027,0.519,0.025,0.202,0.025,0.025,0.207,0.025,0.025,0.025,0.015,0.025,0.025,0.025,0.025,0.025,0.025,0.114,0.519,0.638,0.025,0.058,0.025,0.015,0.433,0.025,0.027,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.519,0.519,0.642,0.519,0.058,0.025,0.025,0.519,0.519,0.519,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025
1313,1313,0.993,0.993,0.993,0.993,0.993,0.993,0.996,0.993,0.867,0.993,0.993,0.993,0.993,0.871,0.993,0.993,0.993,0.871,0.993,0.993,0.993,0.993,0.993,0.993,0.897,0.993,0.993,0.897,0.993,0.993,0.940,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.891,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.996,0.993,0.867,0.993,0.993,0.993,0.993,0.871,0.993,0.993,0.993,0.871,0.993,0.993,0.993,0.993,0.993,0.993,0.897,0.993,0.993,0.897,0.993,0.993,0.940,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.891,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993,0.993
1314,1314,0.887,0.887,0.887,0.340,0.340,0.881,0.887,0.938,0.357,0.887,0.940,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.918,0.881,0.340,0.887,0.887,0.887,0.887,0.887,0.887,0.340,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.881,0.887,0.881,0.887,0.362,0.887,0.887,0.881,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.340,0.340,0.881,0.887,0.938,0.357,0.887,0.940,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.918,0.881,0.340,0.887,0.887,0.887,0.887,0.887,0.887,0.340,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.881,0.887,0.881,0.887,0.362,0.887,0.887,0.881,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887,0.887
1315,1315,0.001,0.003,0.003,0.002,0.002,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.000,0.001,0.003,0.001,0.001,0.010,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.000,0.001,0.001,0.008,0.003,0.001,0.005,0.002,0.011,0.010,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.003,0.002,0.002,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.000,0.001,0.003,0.001,0.001,0.010,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.000,0.001,0.001,0.008,0.003,0.001,0.005,0.002,0.011,0.010,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
1316,1316,0.965,0.965,0.965,0.965,0.965,0.981,0.965,0.952,0.516,0.965,0.927,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.933,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.933,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.981,0.965,0.952,0.516,0.965,0.927,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.933,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.933,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965,0.965
1317,1317,0.997,0.997,0.939,0.997,0.955,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.932,0.997,0.997,0.997,0.997,0.932,0.932,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.932,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.939,0.997,0.955,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.932,0.997,0.997,0.997,0.997,0.932,0.932,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.932,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997,0.997
1318,1318,0.934,0.934,0.934,0.934,0.853,0.885,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.853,0.853,0.934,0.934,0.934,0.934,0.934,0.934,0.906,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.889,0.889,0.934,0.853,0.934,0.934,0.934,0.829,0.853,0.889,0.829,0.829,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.853,0.885,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.853,0.853,0.934,0.934,0.934,0.934,0.934,0.934,0.906,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.889,0.889,0.934,0.853,0.934,0.934,0.934,0.829,0.853,0.889,0.829,0.829,0.934,0.934,0.934,0.934,0.934,0.934,0.934,0.934
1319,1319,0.828,0.840,0.908,0.828,0.908,0.908,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.907,0.908,0.908,0.828,0.828,0.828,0.828,0.908,0.828,0.865,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.825,0.908,0.908,0.908,0.828,0.828,0.828,0.906,0.908,0.825,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.840,0.908,0.828,0.908,0.908,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.907,0.908,0.908,0.828,0.828,0.828,0.828,0.908,0.828,0.865,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.825,0.908,0.908,0.908,0.828,0.828,0.828,0.906,0.908,0.825,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828
1320,1320,0.589,0.589,0.589,0.589,0.589,0.817,0.775,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.804,0.589,0.883,0.589,0.589,0.849,0.589,0.589,0.711,0.589,0.589,0.589,0.804,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.804,0.589,0.883,0.589,0.589,0.589,0.883,0.883,0.883,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.817,0.775,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.804,0.589,0.883,0.589,0.589,0.849,0.589,0.589,0.711,0.589,0.589,0.589,0.804,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.804,0.589,0.883,0.589,0.589,0.589,0.883,0.883,0.883,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589
1321,1321,0.044,0.044,0.156,0.118,0.337,0.288,0.044,0.044,0.135,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.096,0.187,0.229,0.044,0.044,0.044,0.044,0.352,0.044,0.134,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.187,0.187,0.196,0.421,0.044,0.044,0.338,0.338,0.421,0.423,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.156,0.118,0.337,0.288,0.044,0.044,0.135,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.096,0.187,0.229,0.044,0.044,0.044,0.044,0.352,0.044,0.134,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.187,0.187,0.196,0.421,0.044,0.044,0.338,0.338,0.421,0.423,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044
1322,1322,0.947,0.947,0.947,0.947,0.889,0.909,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.909,0.909,0.909,0.947,0.947,0.947,0.947,0.947,0.947,0.889,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.909,0.909,0.909,0.947,0.909,0.947,0.909,0.909,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.889,0.909,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.909,0.909,0.909,0.947,0.947,0.947,0.947,0.947,0.947,0.889,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.909,0.909,0.909,0.947,0.909,0.947,0.909,0.909,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947
1323,1323,0.916,0.916,0.908,0.916,0.908,0.908,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.908,0.908,0.916,0.916,0.916,0.916,0.908,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.908,0.908,0.908,0.916,0.916,0.916,0.916,0.908,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.908,0.916,0.908,0.908,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.908,0.908,0.916,0.916,0.916,0.916,0.908,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.908,0.908,0.908,0.916,0.916,0.916,0.916,0.908,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916,0.916
1324,1324,0.991,0.991,0.942,0.942,0.942,0.918,0.971,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.918,0.954,0.991,0.991,0.954,0.954,0.991,0.953,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.918,0.918,0.991,0.991,0.991,0.954,0.954,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.942,0.942,0.942,0.918,0.971,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.918,0.954,0.991,0.991,0.954,0.954,0.991,0.953,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.918,0.918,0.991,0.991,0.991,0.954,0.954,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991,0.991
1325,1325,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.862,0.985,0.985,0.917,0.908,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.908,0.985,0.985,0.985,0.985,0.919,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.919,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.862,0.985,0.985,0.917,0.908,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.908,0.985,0.985,0.985,0.985,0.919,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.985,0.919,0.985,0.985,0.985,0.985,0.985,0.985,0.985
1326,1326,0.979,0.979,0.782,0.979,0.774,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.766,0.979,0.857,0.979,0.979,0.857,0.979,0.774,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.766,0.766,0.857,0.979,0.858,0.857,0.857,0.858,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.782,0.979,0.774,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.766,0.979,0.857,0.979,0.979,0.857,0.979,0.774,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.766,0.766,0.857,0.979,0.858,0.857,0.857,0.858,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979,0.979
1327,1327,0.932,0.932,0.818,0.932,0.752,0.875,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.857,0.818,0.932,0.763,0.932,0.932,0.820,0.932,0.932,0.932,0.932,0.932,0.743,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.857,0.763,0.932,0.763,0.806,0.857,0.763,0.851,0.851,0.932,0.851,0.932,0.932,0.932,0.932,0.851,0.932,0.932,0.818,0.932,0.752,0.875,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.857,0.818,0.932,0.763,0.932,0.932,0.820,0.932,0.932,0.932,0.932,0.932,0.743,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.932,0.857,0.763,0.932,0.763,0.806,0.857,0.763,0.851,0.851,0.932,0.851,0.932,0.932,0.932,0.932,0.851,0.932
1328,1328,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.952,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.952,0.995,0.952,0.951,0.995,0.995,0.952,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.952,0.995,0.952,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.952,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.952,0.995,0.952,0.951,0.995,0.995,0.952,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.952,0.995,0.952,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995,0.995
1329,1329,0.990,0.990,0.942,0.990,0.900,0.990,0.990,0.990,0.805,0.990,0.990,0.990,0.990,0.811,0.990,0.990,0.990,0.811,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.801,0.990,0.990,0.898,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.901,0.901,0.898,0.901,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.942,0.990,0.900,0.990,0.990,0.990,0.805,0.990,0.990,0.990,0.990,0.811,0.990,0.990,0.990,0.811,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.801,0.990,0.990,0.898,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.901,0.901,0.898,0.901,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990,0.990
1330,1330,0.996,0.996,0.996,0.918,0.918,0.953,0.996,0.996,0.892,0.996,0.996,0.996,0.996,0.936,0.996,0.996,0.996,0.936,0.996,0.996,0.996,0.996,0.918,0.918,0.996,0.996,0.996,0.996,0.912,0.996,0.918,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.919,0.996,0.914,0.996,0.996,0.996,0.996,0.914,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.918,0.918,0.953,0.996,0.996,0.892,0.996,0.996,0.996,0.996,0.936,0.996,0.996,0.996,0.936,0.996,0.996,0.996,0.996,0.918,0.918,0.996,0.996,0.996,0.996,0.912,0.996,0.918,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.919,0.996,0.914,0.996,0.996,0.996,0.996,0.914,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996,0.996
1331,1331,0.876,0.876,0.876,0.875,0.875,0.881,0.876,0.876,0.863,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.881,0.878,0.875,0.876,0.756,0.876,0.876,0.878,0.876,0.875,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.878,0.756,0.876,0.878,0.756,0.878,0.756,0.876,0.876,0.881,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.875,0.875,0.881,0.876,0.876,0.863,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.881,0.878,0.875,0.876,0.756,0.876,0.876,0.878,0.876,0.875,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.876,0.878,0.756,0.876,0.878,0.756,0.878,0.756,0.876,0.876,0.881,0.876,0.876,0.876,0.876,0.876,0.876,0.876
1332,1332,0.767,0.767,0.894,0.767,0.753,0.909,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.908,0.908,0.908,0.767,0.767,0.767,0.767,0.894,0.891,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.908,0.908,0.908,0.908,0.767,0.767,0.767,0.767,0.908,0.908,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.894,0.767,0.753,0.909,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.908,0.908,0.908,0.767,0.767,0.767,0.767,0.894,0.891,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.908,0.908,0.908,0.908,0.767,0.767,0.767,0.767,0.908,0.908,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767,0.767
1333,1333,0.972,0.972,0.912,0.972,0.888,0.946,0.972,0.976,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.959,0.946,0.959,0.972,0.972,0.972,0.972,0.946,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.946,0.972,0.946,0.946,0.972,0.972,0.972,0.946,0.946,0.972,0.946,0.972,0.972,0.946,0.946,0.972,0.946,0.972,0.946,0.972,0.912,0.972,0.888,0.946,0.972,0.976,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.959,0.946,0.959,0.972,0.972,0.972,0.972,0.946,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.972,0.946,0.972,0.946,0.946,0.972,0.972,0.972,0.946,0.946,0.972,0.946,0.972,0.972,0.946,0.946,0.972,0.946,0.972,0.946
1334,1334,0.043,0.043,0.046,0.065,0.150,0.172,0.043,0.043,0.130,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.154,0.154,0.065,0.043,0.071,0.043,0.043,0.090,0.043,0.168,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.402,0.402,0.055,0.401,0.389,0.043,0.401,0.389,0.401,0.401,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.046,0.065,0.150,0.172,0.043,0.043,0.130,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.154,0.154,0.065,0.043,0.071,0.043,0.043,0.090,0.043,0.168,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.402,0.402,0.055,0.401,0.389,0.043,0.401,0.389,0.401,0.401,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043
1335,1335,0.591,0.591,0.591,0.591,0.591,0.976,0.591,0.843,0.293,0.591,0.847,0.591,0.464,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.464,0.976,0.976,0.591,0.591,0.591,0.591,0.591,0.958,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.976,0.976,0.591,0.925,0.591,0.591,0.591,0.591,0.925,0.976,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.976,0.591,0.843,0.293,0.591,0.847,0.591,0.464,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.464,0.976,0.976,0.591,0.591,0.591,0.591,0.591,0.958,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.976,0.976,0.591,0.925,0.591,0.591,0.591,0.591,0.925,0.976,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591
