,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31
697,697,0.126,0.122,0.126,0.636,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.126,0.116,0.625,0.330,0.126,0.648,0.126,0.126,0.126,0.126,0.327,0.161,0.177,0.139,0.133,0.216,0.140,0.282,0.199,0.149,0.126
698,698,0.580,0.462,0.580,0.670,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.580,0.670,0.670,0.580,0.580,0.670,0.580,0.580,0.580,0.580,0.670,0.670,0.644,0.580,0.670,0.580,0.670,0.580,0.670,0.644,0.580
699,699,0.498,0.392,0.498,0.538,0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.456,0.498,0.526,0.498,0.654,0.498,0.498,0.498,0.498,0.498,0.392,0.457,0.498,0.498,0.457,0.457,0.527,0.498,0.498,0.498
700,700,0.575,0.526,0.575,0.603,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.575,0.654,0.575,0.575,0.575,0.653,0.575,0.575,0.575,0.575,0.575,0.527,0.575,0.575,0.655,0.575,0.575,0.575,0.526,0.575,0.575
701,701,0.631,0.631,0.631,0.560,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.615,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.615,0.631,0.631,0.631,0.631,0.631,0.631,0.631
702,702,0.570,0.570,0.570,0.618,0.570,0.570,0.570,0.570,0.570,0.570,0.570,0.570,0.570,0.570,0.618,0.621,0.570,0.621,0.570,0.570,0.570,0.570,0.570,0.570,0.570,0.570,0.570,0.570,0.570,0.618,0.570,0.570,0.570
703,703,0.114,0.118,0.114,0.175,0.114,0.114,0.114,0.114,0.114,0.114,0.239,0.101,0.114,0.118,0.125,0.131,0.114,0.109,0.114,0.114,0.109,0.149,0.114,0.194,0.114,0.132,0.194,0.114,0.155,0.234,0.114,0.114,0.114
704,704,0.812,0.822,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.822,0.812,0.812,0.812,0.822,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812,0.812
705,705,0.097,0.099,0.097,0.436,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.104,0.268,0.149,0.097,0.371,0.097,0.097,0.097,0.097,0.264,0.106,0.107,0.104,0.097,0.097,0.101,0.109,0.104,0.164,0.097
706,706,0.125,0.126,0.125,0.424,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.156,0.240,0.125,0.298,0.125,0.125,0.125,0.125,0.173,0.127,0.125,0.167,0.121,0.127,0.125,0.132,0.125,0.125,0.125
707,707,0.139,0.139,0.139,0.141,0.139,0.139,0.099,0.139,0.139,0.139,0.176,0.139,0.139,0.113,0.126,0.139,0.139,0.140,0.121,0.139,0.139,0.117,0.139,0.140,0.117,0.139,0.141,0.139,0.166,0.155,0.118,0.120,0.139
708,708,0.098,0.102,0.098,0.283,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.236,0.212,0.256,0.098,0.506,0.098,0.098,0.098,0.098,0.153,0.192,0.110,0.211,0.228,0.117,0.130,0.117,0.200,0.158,0.098
709,709,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747,0.747
710,710,0.163,0.154,0.163,0.591,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.163,0.384,0.382,0.444,0.163,0.579,0.163,0.163,0.163,0.163,0.356,0.496,0.163,0.446,0.216,0.163,0.164,0.163,0.544,0.350,0.163
711,711,0.191,0.214,0.191,0.576,0.191,0.191,0.191,0.191,0.191,0.191,0.191,0.191,0.191,0.214,0.568,0.191,0.191,0.587,0.191,0.191,0.191,0.191,0.286,0.312,0.481,0.290,0.191,0.191,0.191,0.191,0.349,0.323,0.191
712,712,0.232,0.200,0.232,0.529,0.232,0.232,0.232,0.232,0.232,0.232,0.232,0.232,0.232,0.150,0.391,0.233,0.232,0.529,0.232,0.232,0.232,0.232,0.557,0.184,0.412,0.232,0.212,0.232,0.361,0.232,0.209,0.412,0.232
713,713,0.625,0.625,0.625,0.672,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.672,0.672,0.625,0.672,0.625,0.625,0.625,0.625,0.625,0.625,0.627,0.625,0.625,0.627,0.625,0.625,0.625,0.625,0.625
714,714,0.248,0.203,0.248,0.656,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.248,0.159,0.656,0.287,0.248,0.656,0.248,0.248,0.248,0.248,0.313,0.157,0.329,0.265,0.163,0.248,0.160,0.248,0.168,0.160,0.248
715,715,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782,0.782
716,716,0.312,0.295,0.312,0.547,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.295,0.312,0.413,0.312,0.475,0.312,0.312,0.312,0.312,0.312,0.475,0.312,0.312,0.295,0.312,0.312,0.312,0.312,0.312,0.312
717,717,0.153,0.153,0.153,0.231,0.153,0.152,0.153,0.153,0.153,0.153,0.139,0.124,0.153,0.134,0.226,0.127,0.128,0.229,0.128,0.153,0.128,0.128,0.153,0.239,0.153,0.126,0.246,0.126,0.231,0.136,0.229,0.128,0.153
718,718,0.397,0.372,0.397,0.661,0.397,0.397,0.397,0.397,0.397,0.397,0.397,0.397,0.397,0.301,0.323,0.377,0.397,0.307,0.397,0.397,0.397,0.397,0.397,0.397,0.397,0.661,0.307,0.397,0.397,0.397,0.397,0.397,0.397
719,719,0.391,0.280,0.391,0.524,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.312,0.668,0.391,0.391,0.668,0.391,0.391,0.391,0.391,0.600,0.280,0.524,0.391,0.391,0.391,0.668,0.391,0.391,0.524,0.391
720,720,0.343,0.343,0.343,0.606,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.343,0.615,0.653,0.343,0.615,0.343,0.343,0.343,0.343,0.343,0.343,0.320,0.364,0.343,0.580,0.343,0.311,0.343,0.360,0.343
721,721,0.561,0.561,0.561,0.568,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.609,0.659,0.561,0.609,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.561,0.485,0.561,0.561,0.561,0.581,0.561
722,722,0.186,0.198,0.186,0.524,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.186,0.244,0.288,0.221,0.186,0.532,0.186,0.186,0.186,0.186,0.290,0.225,0.186,0.186,0.225,0.186,0.292,0.204,0.291,0.186,0.186
723,723,0.459,0.315,0.459,0.635,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.459,0.396,0.628,0.459,0.459,0.664,0.459,0.459,0.459,0.459,0.634,0.480,0.644,0.459,0.664,0.459,0.459,0.459,0.635,0.432,0.459
724,724,0.132,0.117,0.132,0.525,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.135,0.406,0.408,0.132,0.618,0.132,0.132,0.132,0.132,0.162,0.159,0.119,0.167,0.117,0.402,0.132,0.122,0.158,0.206,0.132
725,725,0.371,0.333,0.371,0.572,0.371,0.371,0.371,0.371,0.371,0.371,0.371,0.371,0.371,0.469,0.388,0.603,0.371,0.553,0.371,0.371,0.371,0.371,0.371,0.457,0.371,0.371,0.457,0.371,0.371,0.371,0.371,0.371,0.371
726,726,0.140,0.142,0.140,0.460,0.140,0.140,0.140,0.140,0.140,0.140,0.140,0.140,0.140,0.136,0.165,0.282,0.140,0.607,0.140,0.140,0.140,0.140,0.327,0.415,0.199,0.248,0.160,0.140,0.151,0.130,0.260,0.231,0.140
727,727,0.271,0.169,0.271,0.626,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.169,0.246,0.503,0.271,0.627,0.271,0.271,0.271,0.271,0.271,0.202,0.271,0.180,0.271,0.194,0.158,0.431,0.271,0.180,0.271
728,728,0.214,0.214,0.214,0.572,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.214,0.186,0.304,0.424,0.214,0.301,0.214,0.214,0.214,0.214,0.200,0.186,0.164,0.199,0.214,0.214,0.164,0.158,0.200,0.214,0.214
729,729,0.269,0.269,0.269,0.582,0.269,0.269,0.269,0.269,0.269,0.269,0.269,0.269,0.269,0.269,0.272,0.287,0.269,0.505,0.269,0.269,0.269,0.269,0.216,0.175,0.215,0.218,0.269,0.149,0.215,0.174,0.269,0.275,0.269
730,730,0.085,0.083,0.085,0.532,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.098,0.131,0.201,0.085,0.424,0.085,0.085,0.085,0.085,0.146,0.118,0.093,0.115,0.083,0.105,0.090,0.093,0.126,0.083,0.085
731,731,0.246,0.246,0.246,0.536,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.371,0.254,0.302,0.246,0.536,0.246,0.246,0.246,0.246,0.529,0.371,0.246,0.254,0.188,0.246,0.246,0.246,0.529,0.283,0.246
732,732,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.535,0.629,0.629,0.499,0.629,0.629,0.629,0.629,0.331,0.629,0.629,0.629,0.629,0.497,0.497,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.497,0.629,0.629,0.629
733,733,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.641,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688
734,734,0.394,0.411,0.411,0.311,0.394,0.394,0.394,0.394,0.394,0.394,0.394,0.394,0.394,0.394,0.326,0.605,0.394,0.326,0.394,0.394,0.394,0.394,0.394,0.394,0.394,0.388,0.394,0.299,0.394,0.295,0.394,0.388,0.394
735,735,0.290,0.266,0.290,0.656,0.290,0.290,0.290,0.290,0.290,0.290,0.290,0.290,0.290,0.255,0.503,0.434,0.290,0.536,0.290,0.290,0.290,0.290,0.290,0.290,0.341,0.393,0.262,0.290,0.290,0.329,0.290,0.312,0.290
736,736,0.470,0.506,0.470,0.543,0.470,0.470,0.470,0.470,0.470,0.470,0.470,0.470,0.470,0.549,0.470,0.490,0.470,0.554,0.470,0.470,0.470,0.470,0.470,0.430,0.470,0.470,0.549,0.470,0.470,0.470,0.470,0.470,0.470
737,737,0.098,0.068,0.098,0.242,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.068,0.266,0.098,0.098,0.448,0.098,0.098,0.098,0.098,0.266,0.070,0.098,0.098,0.067,0.098,0.083,0.056,0.075,0.054,0.098
738,738,0.246,0.190,0.246,0.484,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.246,0.190,0.246,0.402,0.246,0.535,0.246,0.246,0.246,0.246,0.300,0.306,0.246,0.246,0.246,0.246,0.246,0.246,0.253,0.246,0.246
739,739,0.407,0.407,0.407,0.604,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.407,0.367,0.407,0.561,0.407,0.407,0.407,0.407,0.589,0.589,0.407,0.407,0.407,0.407,0.407,0.407,0.589,0.407,0.407
740,740,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.655,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697,0.697
741,741,0.456,0.456,0.456,0.532,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.533,0.540,0.456,0.533,0.456,0.456,0.456,0.456,0.456,0.456,0.456,0.487,0.456,0.456,0.456,0.480,0.456,0.533,0.456
742,742,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.672,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758,0.758
743,743,0.080,0.057,0.060,0.482,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.132,0.095,0.195,0.080,0.526,0.080,0.080,0.080,0.080,0.089,0.120,0.098,0.080,0.147,0.105,0.080,0.108,0.144,0.112,0.080
744,744,0.144,0.143,0.144,0.455,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.272,0.375,0.599,0.144,0.639,0.144,0.144,0.144,0.144,0.268,0.438,0.272,0.330,0.164,0.144,0.206,0.144,0.250,0.323,0.144
745,745,0.423,0.423,0.423,0.423,0.423,0.423,0.423,0.225,0.423,0.423,0.234,0.336,0.423,0.328,0.242,0.423,0.323,0.423,0.423,0.423,0.336,0.329,0.423,0.423,0.423,0.271,0.423,0.325,0.423,0.252,0.423,0.327,0.423
746,746,0.785,0.785,0.785,0.785,0.785,0.785,0.785,0.785,0.785,0.785,0.537,0.785,0.785,0.537,0.785,0.785,0.785,0.785,0.785,0.785,0.785,0.785,0.785,0.785,0.785,0.785,0.785,0.785,0.785,0.785,0.785,0.785,0.785
747,747,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753,0.753
748,748,0.089,0.076,0.089,0.482,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.106,0.165,0.236,0.089,0.531,0.089,0.089,0.089,0.089,0.273,0.120,0.142,0.108,0.110,0.089,0.091,0.088,0.275,0.141,0.089
749,749,0.286,0.286,0.286,0.553,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.385,0.200,0.286,0.590,0.286,0.286,0.286,0.286,0.346,0.286,0.346,0.326,0.286,0.286,0.168,0.286,0.286,0.456,0.286
750,750,0.811,0.823,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.823,0.811,0.811,0.811,0.823,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811
751,751,0.811,0.823,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.823,0.811,0.811,0.811,0.823,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811
752,752,0.440,0.383,0.440,0.628,0.440,0.440,0.440,0.440,0.440,0.440,0.440,0.440,0.440,0.538,0.349,0.625,0.440,0.663,0.440,0.440,0.440,0.440,0.440,0.435,0.440,0.440,0.663,0.440,0.440,0.440,0.332,0.440,0.440
753,753,0.817,0.823,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.823,0.817,0.817,0.817,0.823,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817,0.817
754,754,0.658,0.658,0.658,0.522,0.658,0.658,0.658,0.649,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.644,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658,0.658
755,755,0.444,0.444,0.444,0.512,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.336,0.649,0.444,0.336,0.444,0.444,0.444,0.444,0.444,0.444,0.444,0.578,0.444,0.444,0.444,0.444,0.444,0.444,0.444
756,756,0.257,0.220,0.257,0.654,0.257,0.257,0.257,0.257,0.257,0.257,0.257,0.257,0.257,0.156,0.183,0.146,0.257,0.654,0.257,0.257,0.257,0.257,0.385,0.160,0.245,0.257,0.167,0.257,0.166,0.257,0.165,0.171,0.257
757,757,0.294,0.294,0.294,0.665,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.294,0.358,0.343,0.294,0.597,0.294,0.294,0.294,0.294,0.251,0.264,0.294,0.348,0.294,0.197,0.294,0.294,0.264,0.294,0.294
758,758,0.191,0.168,0.191,0.540,0.191,0.191,0.191,0.191,0.191,0.191,0.191,0.191,0.191,0.245,0.172,0.251,0.191,0.342,0.191,0.191,0.191,0.191,0.258,0.199,0.152,0.180,0.163,0.191,0.191,0.191,0.258,0.140,0.191
759,759,0.249,0.249,0.249,0.588,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.249,0.137,0.574,0.238,0.249,0.572,0.249,0.249,0.249,0.249,0.417,0.255,0.249,0.249,0.249,0.249,0.192,0.202,0.255,0.249,0.249
760,760,0.199,0.199,0.199,0.483,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.287,0.619,0.199,0.368,0.199,0.199,0.199,0.199,0.184,0.114,0.149,0.199,0.199,0.132,0.140,0.137,0.114,0.199,0.199
761,761,0.540,0.540,0.540,0.527,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.384,0.400,0.540,0.384,0.540,0.540,0.540,0.540,0.540,0.540,0.540,0.545,0.540,0.540,0.540,0.540,0.540,0.540,0.540
762,762,0.145,0.121,0.141,0.612,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.145,0.124,0.143,0.535,0.145,0.616,0.145,0.145,0.145,0.145,0.190,0.175,0.145,0.269,0.128,0.212,0.145,0.174,0.190,0.224,0.145
763,763,0.234,0.234,0.234,0.653,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.234,0.157,0.292,0.183,0.234,0.544,0.234,0.234,0.234,0.234,0.271,0.217,0.234,0.168,0.234,0.234,0.234,0.234,0.173,0.187,0.234
764,764,0.298,0.271,0.298,0.659,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.261,0.457,0.298,0.298,0.659,0.298,0.298,0.298,0.298,0.225,0.249,0.387,0.298,0.261,0.298,0.234,0.298,0.251,0.399,0.298
765,765,0.271,0.248,0.271,0.651,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.271,0.172,0.177,0.215,0.271,0.651,0.271,0.271,0.271,0.271,0.651,0.188,0.178,0.271,0.161,0.193,0.271,0.271,0.325,0.388,0.271
766,766,0.218,0.528,0.218,0.606,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.218,0.582,0.392,0.647,0.218,0.661,0.218,0.218,0.218,0.218,0.552,0.472,0.552,0.647,0.417,0.218,0.218,0.218,0.552,0.606,0.218
767,767,0.811,0.823,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.823,0.811,0.811,0.811,0.823,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811,0.811
768,768,0.230,0.230,0.230,0.564,0.230,0.230,0.230,0.230,0.230,0.230,0.230,0.230,0.230,0.140,0.257,0.127,0.230,0.555,0.230,0.230,0.230,0.230,0.210,0.138,0.149,0.147,0.230,0.138,0.122,0.230,0.143,0.143,0.230
769,769,0.713,0.713,0.713,0.728,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.558,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713,0.713
770,770,0.496,0.576,0.496,0.569,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.576,0.569,0.665,0.496,0.556,0.496,0.496,0.496,0.496,0.496,0.576,0.496,0.496,0.569,0.569,0.496,0.496,0.496,0.496,0.496
771,771,0.080,0.075,0.081,0.290,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.152,0.335,0.122,0.080,0.363,0.080,0.080,0.080,0.080,0.166,0.102,0.175,0.087,0.089,0.088,0.092,0.079,0.148,0.126,0.080
772,772,0.082,0.075,0.082,0.296,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.139,0.109,0.111,0.082,0.456,0.082,0.082,0.082,0.082,0.128,0.108,0.091,0.090,0.115,0.090,0.094,0.091,0.128,0.092,0.082
773,773,0.629,0.629,0.629,0.656,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.556,0.601,0.629,0.556,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.629,0.629
774,774,0.603,0.603,0.603,0.661,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.509,0.441,0.603,0.662,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.603,0.604,0.603,0.603,0.603
775,775,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739,0.739
776,776,0.092,0.089,0.092,0.462,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.092,0.091,0.203,0.089,0.092,0.462,0.092,0.092,0.092,0.092,0.268,0.117,0.103,0.093,0.084,0.092,0.108,0.093,0.104,0.121,0.092
777,777,0.222,0.194,0.222,0.436,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.320,0.203,0.544,0.222,0.455,0.222,0.222,0.222,0.222,0.222,0.344,0.222,0.222,0.195,0.307,0.222,0.297,0.222,0.222,0.222
778,778,0.631,0.631,0.631,0.581,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.649,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631,0.631
779,779,0.378,0.378,0.378,0.534,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.401,0.329,0.378,0.506,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.283,0.378,0.494,0.378,0.378,0.378
780,780,0.302,0.351,0.302,0.589,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.377,0.587,0.302,0.302,0.656,0.302,0.302,0.302,0.302,0.302,0.630,0.588,0.214,0.616,0.302,0.302,0.302,0.629,0.606,0.302
781,781,0.221,0.221,0.221,0.585,0.221,0.221,0.221,0.221,0.221,0.221,0.221,0.221,0.221,0.173,0.318,0.208,0.221,0.585,0.221,0.221,0.221,0.221,0.272,0.173,0.207,0.237,0.221,0.221,0.147,0.221,0.173,0.207,0.221
782,782,0.348,0.348,0.348,0.657,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.593,0.413,0.348,0.565,0.348,0.348,0.348,0.348,0.525,0.348,0.374,0.348,0.348,0.348,0.374,0.348,0.348,0.348,0.348
783,783,0.173,0.163,0.173,0.629,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.173,0.286,0.176,0.180,0.173,0.493,0.173,0.173,0.173,0.173,0.326,0.442,0.150,0.160,0.209,0.173,0.187,0.148,0.281,0.144,0.173
784,784,0.300,0.300,0.300,0.524,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.189,0.230,0.350,0.300,0.597,0.300,0.300,0.300,0.300,0.542,0.382,0.256,0.300,0.300,0.300,0.300,0.300,0.555,0.386,0.300
785,785,0.784,0.806,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.806,0.784,0.784,0.784,0.806,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784,0.784
786,786,0.737,0.737,0.737,0.599,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.672,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737,0.737
787,787,0.075,0.068,0.075,0.275,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.109,0.120,0.217,0.075,0.573,0.075,0.075,0.075,0.075,0.211,0.169,0.089,0.080,0.112,0.073,0.077,0.103,0.116,0.091,0.075
788,788,0.197,0.191,0.197,0.518,0.197,0.197,0.197,0.197,0.197,0.197,0.197,0.197,0.197,0.540,0.526,0.606,0.197,0.518,0.197,0.197,0.197,0.197,0.197,0.510,0.373,0.197,0.381,0.197,0.197,0.197,0.373,0.456,0.197
789,789,0.553,0.553,0.553,0.604,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.511,0.668,0.553,0.511,0.553,0.553,0.553,0.553,0.553,0.553,0.553,0.580,0.553,0.553,0.553,0.553,0.553,0.553,0.553
790,790,0.461,0.418,0.461,0.669,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.461,0.463,0.669,0.461,0.461,0.669,0.461,0.461,0.461,0.461,0.669,0.461,0.669,0.461,0.402,0.461,0.461,0.461,0.669,0.438,0.461
791,791,0.135,0.135,0.135,0.628,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.125,0.221,0.226,0.135,0.499,0.135,0.135,0.135,0.135,0.500,0.267,0.117,0.180,0.119,0.126,0.206,0.182,0.496,0.225,0.135
792,792,0.584,0.584,0.584,0.562,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.560,0.661,0.584,0.564,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584,0.584
793,793,0.433,0.433,0.433,0.598,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.351,0.433,0.433,0.433,0.598,0.433,0.433,0.433,0.433,0.598,0.351,0.433,0.433,0.433,0.433,0.433,0.433,0.598,0.433,0.433
794,794,0.128,0.105,0.128,0.229,0.128,0.128,0.128,0.128,0.128,0.128,0.128,0.128,0.128,0.179,0.124,0.162,0.128,0.353,0.128,0.128,0.128,0.128,0.147,0.202,0.104,0.227,0.116,0.128,0.138,0.128,0.154,0.113,0.128
795,795,0.348,0.288,0.348,0.568,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.443,0.523,0.348,0.348,0.582,0.348,0.348,0.348,0.348,0.348,0.380,0.348,0.348,0.322,0.348,0.348,0.348,0.348,0.348,0.348
796,796,0.193,0.193,0.193,0.500,0.193,0.193,0.193,0.193,0.193,0.193,0.193,0.193,0.193,0.193,0.161,0.177,0.193,0.498,0.193,0.193,0.193,0.193,0.219,0.166,0.135,0.193,0.193,0.193,0.160,0.167,0.163,0.126,0.193
797,797,0.773,0.810,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.810,0.773,0.773,0.773,0.810,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773,0.773
798,798,0.799,0.799,0.799,0.799,0.799,0.515,0.799,0.799,0.799,0.799,0.541,0.799,0.799,0.541,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799,0.799
