,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36
1815,1815,0.231,0.231,0.187,0.231,0.231,0.231,0.231,0.187,0.231,0.231,0.231,0.231,0.187,0.231,0.231,0.231,0.231,0.231,0.231,0.161,0.231,0.231,0.231,0.231,0.161,0.202,0.161,0.461,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231
1816,1816,0.933,0.933,0.935,0.933,0.933,0.933,0.929,0.931,0.933,0.933,0.933,0.987,0.931,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.341,0.933,0.933,0.933,0.933,0.933,0.933,0.933,0.116,0.933,0.933
1817,1817,0.791,0.642,0.768,0.791,0.284,0.791,0.276,0.577,0.791,0.589,0.791,0.791,0.577,0.194,0.791,0.888,0.791,0.791,0.791,0.194,0.791,0.791,0.898,0.194,0.791,0.837,0.194,0.834,0.723,0.461,0.917,0.723,0.791,0.791,0.791,0.898,0.791,0.723
1818,1818,0.814,0.734,0.812,0.814,0.734,0.814,0.829,0.671,0.814,0.814,0.814,0.814,0.671,0.814,0.275,0.940,0.814,0.275,0.814,0.275,0.814,0.814,0.814,0.814,0.814,0.479,0.275,0.906,0.937,0.807,0.937,0.887,0.814,0.814,0.814,0.479,0.881,0.887
1819,1819,0.344,0.067,0.098,0.344,0.067,0.344,0.548,0.359,0.344,0.344,0.344,0.344,0.359,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.344,0.411,0.344,0.067,0.344,0.548,0.344,0.549,0.283,0.067
1820,1820,0.017,0.035,0.026,0.035,0.035,0.017,0.017,0.020,0.017,0.030,0.017,0.073,0.020,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.006,0.017,0.017,0.017,0.017,0.061,0.017,0.080,0.017,0.017,0.017,0.056,0.005,0.113,0.017,0.051,0.017,0.056
1821,1821,0.052,0.017,0.162,0.103,0.006,0.052,0.303,0.048,0.052,0.052,0.052,0.052,0.048,0.016,0.039,0.052,0.052,0.039,0.052,0.208,0.052,0.052,0.052,0.122,0.052,0.052,0.208,0.162,0.132,0.028,0.052,0.045,0.052,0.052,0.052,0.148,0.052,0.045
1822,1822,0.637,0.637,0.781,0.637,0.637,0.637,0.637,0.014,0.465,0.637,0.637,0.949,0.014,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.025,0.637,0.637,0.637,0.637,0.637,0.025
1823,1823,0.947,0.891,0.947,0.947,0.891,0.928,0.983,0.953,0.947,0.947,0.947,0.947,0.953,0.947,0.479,0.947,0.947,0.479,0.947,0.479,0.947,0.947,0.947,0.947,0.947,0.947,0.479,0.985,0.947,0.539,0.947,0.947,0.947,0.947,0.947,0.947,0.947,0.947
1824,1824,0.426,0.426,0.590,0.030,0.426,0.426,0.180,0.397,0.426,0.426,0.030,0.426,0.397,0.030,0.426,0.426,0.426,0.426,0.426,0.030,0.426,0.426,0.426,0.180,0.426,0.426,0.030,0.426,0.426,0.426,0.426,0.030,0.426,0.426,0.426,0.426,0.426,0.030
1825,1825,0.259,0.259,0.371,0.259,0.210,0.259,0.259,0.181,0.259,0.259,0.259,0.259,0.181,0.259,0.259,0.259,0.259,0.259,0.259,0.259,0.259,0.147,0.259,0.259,0.259,0.259,0.259,0.147,0.259,0.259,0.259,0.259,0.210,0.259,0.259,0.147,0.210,0.259
1826,1826,0.698,0.698,0.568,0.698,0.698,0.698,0.691,0.559,0.172,0.698,0.698,0.698,0.559,0.698,0.564,0.717,0.698,0.698,0.698,0.378,0.170,0.698,0.698,0.605,0.698,0.678,0.378,0.698,0.687,0.567,0.698,0.236,0.127,0.626,0.169,0.716,0.698,0.236
1827,1827,0.758,0.600,0.795,0.250,0.203,0.758,0.754,0.805,0.758,0.813,0.758,0.967,0.805,0.384,0.568,0.758,0.758,0.568,0.250,0.717,0.758,0.758,0.758,0.406,0.758,0.758,0.717,0.374,0.403,0.737,0.758,0.192,0.758,0.758,0.192,0.250,0.758,0.192
1828,1828,0.441,0.233,0.355,0.441,0.233,0.441,0.691,0.184,0.441,0.330,0.441,0.937,0.184,0.441,0.109,0.923,0.441,0.109,0.441,0.109,0.441,0.444,0.441,0.441,0.441,0.501,0.109,0.583,0.860,0.109,0.109,0.860,0.441,0.786,0.441,0.571,0.571,0.860
1829,1829,0.016,0.070,0.016,0.070,0.017,0.016,0.024,0.016,0.016,0.016,0.016,0.033,0.016,0.007,0.016,0.016,0.016,0.016,0.016,0.007,0.012,0.016,0.016,0.011,0.016,0.061,0.007,0.013,0.016,0.016,0.016,0.025,0.010,0.016,0.016,0.048,0.016,0.025
1830,1830,0.820,0.820,0.843,0.820,0.820,0.820,0.820,0.917,0.820,0.820,0.820,0.940,0.917,0.820,0.820,0.820,0.820,0.820,0.820,0.820,0.820,0.940,0.820,0.820,0.820,0.820,0.820,0.843,0.820,0.820,0.820,0.820,0.820,0.820,0.820,0.979,0.820,0.820
1831,1831,0.659,0.843,0.702,0.659,0.843,0.659,0.702,0.701,0.659,0.659,0.659,0.659,0.701,0.659,0.659,0.659,0.659,0.659,0.659,0.851,0.659,0.659,0.659,0.851,0.659,0.659,0.851,0.843,0.659,0.659,0.659,0.851,0.659,0.843,0.659,0.851,0.659,0.851
1832,1832,0.113,0.113,0.107,0.113,0.113,0.113,0.296,0.107,0.035,0.114,0.035,0.175,0.107,0.113,0.113,0.237,0.113,0.113,0.113,0.113,0.249,0.113,0.035,0.113,0.113,0.042,0.113,0.390,0.248,0.113,0.248,0.249,0.030,0.035,0.249,0.770,0.113,0.249
1833,1833,0.272,0.218,0.314,0.096,0.218,0.272,0.287,0.467,0.272,0.302,0.272,0.272,0.467,0.272,0.130,0.287,0.272,0.138,0.272,0.212,0.272,0.272,0.272,0.272,0.190,0.272,0.212,0.054,0.287,0.081,0.272,0.166,0.373,0.218,0.280,0.435,0.272,0.166
1834,1834,0.972,0.447,0.978,0.972,0.447,0.972,0.156,0.970,0.972,0.972,0.972,0.972,0.970,0.972,0.471,0.156,0.972,0.447,0.972,0.471,0.972,0.972,0.972,0.972,0.972,0.971,0.471,0.972,0.940,0.751,0.972,0.940,0.972,0.972,0.972,0.454,0.972,0.940
1835,1835,0.551,0.025,0.542,0.551,0.025,0.551,0.551,0.566,0.551,0.551,0.551,0.551,0.566,0.551,0.076,0.551,0.551,0.076,0.551,0.076,0.551,0.551,0.551,0.551,0.551,0.551,0.076,0.551,0.076,0.076,0.551,0.076,0.551,0.551,0.551,0.551,0.076,0.076
1836,1836,0.271,0.271,0.677,0.271,0.021,0.271,0.021,0.541,0.271,0.271,0.271,0.271,0.541,0.021,0.271,0.271,0.271,0.271,0.271,0.021,0.045,0.271,0.271,0.021,0.271,0.368,0.021,0.271,0.271,0.021,0.271,0.271,0.271,0.706,0.271,0.368,0.271,0.271
1837,1837,0.167,0.167,0.068,0.167,0.039,0.167,0.009,0.331,0.167,0.073,0.167,0.902,0.331,0.010,0.079,0.167,0.167,0.079,0.167,0.008,0.167,0.902,0.167,0.010,0.167,0.169,0.008,0.167,0.167,0.167,0.167,0.167,0.167,0.815,0.167,0.902,0.542,0.167
1838,1838,0.040,0.040,0.062,0.040,0.040,0.040,0.040,0.092,0.040,0.013,0.040,0.392,0.092,0.040,0.008,0.040,0.040,0.008,0.040,0.008,0.040,0.435,0.040,0.040,0.040,0.026,0.008,0.040,0.040,0.040,0.040,0.040,0.040,0.267,0.040,0.267,0.241,0.040
1839,1839,0.547,0.547,0.425,0.547,0.069,0.547,0.053,0.430,0.547,0.547,0.547,0.547,0.430,0.069,0.547,0.547,0.547,0.547,0.547,0.069,0.547,0.547,0.547,0.127,0.547,0.547,0.069,0.547,0.547,0.547,0.547,0.164,0.547,0.547,0.547,0.547,0.547,0.164
1840,1840,0.736,0.736,0.751,0.736,0.223,0.736,0.106,0.798,0.736,0.736,0.736,0.736,0.798,0.263,0.736,0.885,0.736,0.736,0.736,0.263,0.736,0.736,0.736,0.263,0.736,0.736,0.263,0.736,0.649,0.183,0.736,0.649,0.736,0.736,0.736,0.447,0.736,0.649
1841,1841,0.020,0.095,0.017,0.095,0.095,0.020,0.020,0.025,0.020,0.020,0.020,0.020,0.025,0.020,0.020,0.020,0.020,0.020,0.020,0.039,0.020,0.020,0.020,0.020,0.039,0.106,0.039,0.020,0.020,0.020,0.020,0.039,0.031,0.031,0.039,0.095,0.095,0.039
1842,1842,0.038,0.038,0.043,0.038,0.038,0.038,0.038,0.035,0.038,0.010,0.038,0.239,0.035,0.038,0.038,0.038,0.038,0.038,0.038,0.030,0.038,0.208,0.038,0.038,0.064,0.102,0.030,0.101,0.038,0.038,0.038,0.256,0.106,0.208,0.038,0.208,0.208,0.256
1843,1843,0.304,0.327,0.778,0.327,0.210,0.304,0.117,0.293,0.304,0.304,0.304,0.304,0.293,0.058,0.304,0.304,0.304,0.304,0.304,0.058,0.304,0.304,0.304,0.079,0.304,0.304,0.058,0.633,0.304,0.304,0.304,0.079,0.304,0.304,0.304,0.304,0.304,0.079
1844,1844,0.535,0.535,0.098,0.535,0.535,0.535,0.535,0.774,0.535,0.535,0.535,0.535,0.774,0.535,0.535,0.535,0.535,0.535,0.535,0.535,0.074,0.535,0.535,0.535,0.535,0.528,0.535,0.552,0.535,0.535,0.535,0.535,0.535,0.879,0.535,0.528,0.535,0.535
1845,1845,0.172,0.034,0.187,0.163,0.034,0.172,0.198,0.200,0.363,0.541,0.363,0.172,0.200,0.172,0.368,0.172,0.172,0.368,0.172,0.368,0.056,0.172,0.056,0.172,0.172,0.154,0.368,0.448,0.172,0.172,0.172,0.056,0.053,0.363,0.056,0.541,0.172,0.056
1846,1846,0.925,0.262,0.911,0.925,0.262,0.925,0.696,0.635,0.925,0.925,0.925,0.925,0.635,0.925,0.597,0.696,0.925,0.713,0.925,0.423,0.925,0.925,0.925,0.925,0.925,0.873,0.423,0.925,0.600,0.311,0.925,0.600,0.925,0.482,0.925,0.925,0.925,0.600
1847,1847,0.986,0.986,0.986,0.986,0.986,0.985,0.986,0.985,0.986,0.986,0.986,0.986,0.985,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.979,0.986,0.996,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986,0.986
1848,1848,0.950,0.173,0.951,0.844,0.173,0.950,0.951,0.944,0.950,0.950,0.950,0.950,0.944,0.950,0.173,0.950,0.950,0.173,0.950,0.810,0.950,0.950,0.950,0.950,0.950,0.950,0.810,0.951,0.810,0.810,0.950,0.810,0.950,0.950,0.950,0.950,0.950,0.810
1849,1849,0.076,0.085,0.063,0.076,0.085,0.076,0.524,0.079,0.076,0.071,0.076,0.241,0.079,0.076,0.085,0.198,0.076,0.085,0.076,0.099,0.076,0.076,0.076,0.076,0.086,0.097,0.099,0.079,0.058,0.085,0.106,0.058,0.076,0.076,0.079,0.040,0.062,0.058
1850,1850,0.020,0.020,0.012,0.020,0.020,0.020,0.020,0.012,0.020,0.003,0.020,0.168,0.012,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.168,0.020,0.020,0.020,0.060,0.020,0.048,0.020,0.020,0.020,0.020,0.013,0.508,0.020,0.508,0.508,0.020
1851,1851,0.914,0.797,0.684,0.929,0.797,0.914,0.914,0.931,0.914,0.914,0.914,0.914,0.931,0.914,0.822,0.914,0.914,0.822,0.914,0.822,0.914,0.914,0.914,0.914,0.914,0.914,0.822,0.950,0.822,0.822,0.914,0.722,0.914,0.822,0.914,0.914,0.844,0.722
1852,1852,0.623,0.623,0.680,0.623,0.623,0.623,0.880,0.650,0.623,0.623,0.623,0.623,0.650,0.623,0.623,0.623,0.623,0.623,0.623,0.623,0.096,0.623,0.623,0.623,0.623,0.623,0.623,0.864,0.959,0.623,0.623,0.180,0.623,0.623,0.623,0.180,0.623,0.180
1853,1853,0.209,0.209,0.173,0.209,0.209,0.209,0.209,0.173,0.209,0.209,0.209,0.209,0.173,0.209,0.209,0.209,0.209,0.209,0.209,0.376,0.209,0.209,0.209,0.209,0.376,0.132,0.376,0.124,0.209,0.209,0.209,0.371,0.205,0.353,0.371,0.209,0.209,0.371
1854,1854,0.085,0.066,0.068,0.085,0.066,0.085,0.092,0.344,0.168,0.085,0.085,0.165,0.344,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.080,0.085,0.085,0.092,0.085,0.085,0.085,0.450,0.004,0.066,0.085,0.011,0.085,0.085,0.085,0.085,0.035,0.011
1855,1855,0.498,0.601,0.571,0.601,0.601,0.498,0.761,0.580,0.491,0.137,0.498,0.677,0.580,0.498,0.498,0.431,0.498,0.498,0.498,0.498,0.279,0.677,0.498,0.498,0.498,0.498,0.498,0.718,0.068,0.299,0.431,0.471,0.498,0.498,0.498,0.878,0.458,0.471
1856,1856,0.159,0.159,0.148,0.159,0.159,0.167,0.155,0.154,0.159,0.233,0.159,0.159,0.154,0.159,0.159,0.159,0.159,0.159,0.159,0.421,0.159,0.159,0.159,0.159,0.421,0.209,0.421,0.159,0.159,0.159,0.159,0.159,0.421,0.159,0.159,0.427,0.159,0.159
1857,1857,0.873,0.884,0.751,0.526,0.884,0.797,0.379,0.912,0.797,0.733,0.873,0.789,0.912,0.873,0.873,0.930,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.873,0.883,0.643,0.873,0.930,0.643,0.873,0.873,0.873,0.825,0.873,0.643
1858,1858,0.180,0.180,0.154,0.180,0.180,0.180,0.516,0.154,0.180,0.180,0.180,0.180,0.154,0.180,0.180,0.180,0.180,0.180,0.180,0.238,0.180,0.180,0.180,0.180,0.238,0.238,0.238,0.180,0.180,0.180,0.180,0.238,0.180,0.179,0.238,0.180,0.180,0.238
1859,1859,0.568,0.232,0.558,0.568,0.232,0.568,0.568,0.539,0.568,0.568,0.568,0.962,0.539,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.230,0.568,0.568,0.568,0.568,0.568,0.891,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568,0.568
1860,1860,0.008,0.008,0.009,0.006,0.022,0.008,0.003,0.009,0.028,0.026,0.028,0.008,0.009,0.003,0.008,0.008,0.008,0.008,0.008,0.039,0.005,0.008,0.028,0.009,0.008,0.017,0.039,0.008,0.008,0.010,0.008,0.005,0.028,0.005,0.003,0.006,0.016,0.005
1861,1861,0.028,0.028,0.038,0.028,0.028,0.028,0.150,0.038,0.009,0.114,0.009,0.028,0.038,0.028,0.028,0.028,0.028,0.028,0.028,0.021,0.009,0.028,0.045,0.028,0.023,0.032,0.021,0.028,0.028,0.028,0.028,0.039,0.128,0.045,0.039,0.009,0.028,0.039
1862,1862,0.050,0.050,0.051,0.050,0.050,0.050,0.050,0.049,0.050,0.033,0.050,0.046,0.049,0.050,0.028,0.050,0.191,0.028,0.050,0.060,0.005,0.113,0.050,0.076,0.050,0.062,0.060,0.076,0.191,0.050,0.050,0.060,0.030,0.038,0.050,0.189,0.113,0.060
1863,1863,0.247,0.247,0.256,0.247,0.247,0.247,0.247,0.256,0.247,0.124,0.247,0.887,0.256,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.247,0.558,0.247,0.247,0.247,0.247,0.247,0.901,0.247,0.247,0.901,0.562,0.015,0.901
1864,1864,0.464,0.634,0.420,0.634,0.634,0.464,0.464,0.517,0.464,0.464,0.464,0.464,0.517,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.464,0.564,0.464,0.027,0.464,0.464,0.464,0.464,0.464,0.464,0.282,0.464
1865,1865,0.025,0.025,0.017,0.025,0.025,0.025,0.025,0.017,0.105,0.021,0.105,0.362,0.017,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.105,0.362,0.007,0.025,0.025,0.026,0.025,0.042,0.025,0.025,0.025,0.105,0.010,0.095,0.105,0.815,0.334,0.105
1866,1866,0.754,0.160,0.596,0.521,0.160,0.754,0.754,0.786,0.754,0.754,0.754,0.754,0.786,0.754,0.048,0.754,0.754,0.048,0.754,0.036,0.754,0.754,0.754,0.754,0.754,0.754,0.036,0.494,0.754,0.259,0.754,0.259,0.754,0.754,0.754,0.754,0.754,0.259
1867,1867,0.688,0.343,0.693,0.688,0.775,0.688,0.693,0.693,0.688,0.688,0.688,0.688,0.693,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.688,0.310,0.688,0.685,0.688,0.688,0.688,0.343,0.688,0.688,0.688,0.775,0.688,0.343
1868,1868,0.591,0.128,0.668,0.591,0.128,0.591,0.591,0.620,0.591,0.770,0.591,0.308,0.620,0.591,0.048,0.591,0.591,0.048,0.591,0.048,0.591,0.591,0.591,0.591,0.591,0.332,0.048,0.653,0.591,0.260,0.591,0.591,0.591,0.591,0.591,0.591,0.591,0.591
1869,1869,0.012,0.039,0.011,0.499,0.039,0.012,0.489,0.079,0.012,0.012,0.012,0.012,0.079,0.032,0.012,0.012,0.012,0.012,0.012,0.211,0.012,0.012,0.012,0.211,0.012,0.017,0.211,0.012,0.012,0.211,0.012,0.211,0.211,0.211,0.211,0.012,0.012,0.211
1870,1870,0.117,0.086,0.062,0.619,0.086,0.123,0.132,0.122,0.117,0.033,0.117,0.204,0.122,0.117,0.019,0.117,0.117,0.019,0.117,0.019,0.117,0.117,0.117,0.604,0.117,0.107,0.019,0.433,0.096,0.019,0.117,0.248,0.117,0.117,0.117,0.409,0.096,0.248
1871,1871,0.077,0.006,0.121,0.077,0.006,0.077,0.077,0.198,0.077,0.089,0.077,0.308,0.198,0.077,0.021,0.077,0.077,0.021,0.077,0.090,0.077,0.205,0.077,0.077,0.021,0.431,0.090,0.077,0.023,0.006,0.077,0.023,0.077,0.276,0.077,0.276,0.467,0.023
1872,1872,0.120,0.120,0.079,0.120,0.120,0.120,0.170,0.122,0.344,0.019,0.344,0.148,0.122,0.120,0.120,0.170,0.120,0.120,0.120,0.120,0.069,0.120,0.102,0.120,0.120,0.037,0.120,0.120,0.047,0.120,0.120,0.186,0.032,0.114,0.069,0.067,0.064,0.186
1873,1873,0.435,0.696,0.426,0.736,0.595,0.487,0.470,0.444,0.435,0.435,0.435,0.435,0.444,0.435,0.320,0.412,0.435,0.320,0.435,0.320,0.435,0.435,0.670,0.435,0.435,0.406,0.320,0.673,0.522,0.241,0.579,0.522,0.435,0.435,0.435,0.404,0.758,0.522
1874,1874,0.874,0.179,0.909,0.828,0.179,0.874,0.874,0.946,0.874,0.874,0.874,0.874,0.946,0.874,0.663,0.874,0.874,0.663,0.874,0.446,0.874,0.874,0.874,0.874,0.874,0.874,0.446,0.963,0.446,0.446,0.874,0.446,0.874,0.874,0.874,0.874,0.874,0.446
1875,1875,0.807,0.705,0.860,0.917,0.705,0.807,0.915,0.805,0.807,0.807,0.807,0.256,0.805,0.807,0.807,0.834,0.807,0.807,0.807,0.807,0.807,0.256,0.807,0.807,0.807,0.807,0.807,0.914,0.837,0.581,0.837,0.837,0.807,0.807,0.807,0.934,0.807,0.837
1876,1876,0.117,0.117,0.115,0.117,0.117,0.117,0.117,0.115,0.032,0.117,0.117,0.525,0.115,0.117,0.083,0.182,0.117,0.117,0.117,0.061,0.117,0.257,0.117,0.189,0.117,0.117,0.061,0.117,0.182,0.117,0.117,0.066,0.117,0.189,0.098,0.257,0.117,0.066
1877,1877,0.223,0.283,0.193,0.283,0.283,0.223,0.223,0.443,0.223,0.223,0.223,0.223,0.443,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.223,0.793,0.223,0.054,0.223,0.503,0.223,0.223,0.223,0.223,0.223,0.745,0.064,0.223
1878,1878,0.668,0.668,0.144,0.668,0.135,0.668,0.183,0.728,0.668,0.668,0.668,0.668,0.728,0.077,0.668,0.668,0.668,0.668,0.668,0.135,0.668,0.668,0.668,0.077,0.668,0.668,0.135,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668,0.668
1879,1879,0.967,0.967,0.967,0.967,0.967,0.967,0.988,0.992,0.967,0.967,0.967,0.967,0.992,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.965,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967,0.967
1880,1880,0.958,0.958,0.957,0.958,0.958,0.988,0.959,0.959,0.958,0.958,0.958,0.555,0.959,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.473,0.958,0.958,0.958,0.958,0.958,0.958,0.958,0.990,0.958,0.958
1881,1881,0.295,0.295,0.418,0.295,0.295,0.295,0.079,0.691,0.295,0.464,0.295,0.366,0.691,0.295,0.295,0.112,0.295,0.295,0.295,0.295,0.295,0.884,0.295,0.295,0.295,0.138,0.295,0.295,0.079,0.295,0.295,0.079,0.295,0.884,0.295,0.366,0.884,0.079
1882,1882,0.605,0.157,0.534,0.605,0.157,0.605,0.898,0.482,0.605,0.605,0.605,0.966,0.482,0.605,0.689,0.676,0.605,0.382,0.605,0.689,0.605,0.605,0.605,0.605,0.605,0.605,0.689,0.809,0.670,0.395,0.157,0.423,0.605,0.605,0.620,0.605,0.605,0.423
1883,1883,0.146,0.146,0.160,0.146,0.146,0.146,0.053,0.164,0.066,0.368,0.066,0.146,0.164,0.146,0.146,0.146,0.146,0.146,0.146,0.146,0.230,0.146,0.066,0.146,0.146,0.122,0.146,0.489,0.146,0.146,0.146,0.230,0.230,0.230,0.230,0.230,0.146,0.230
1884,1884,0.853,0.853,0.862,0.853,0.853,0.860,0.865,0.858,0.853,0.853,0.853,0.853,0.858,0.853,0.853,0.895,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.853,0.803,0.853,0.810,0.901,0.499,0.853,0.901,0.853,0.853,0.853,0.871,0.853,0.901
1885,1885,0.515,0.515,0.609,0.515,0.337,0.515,0.142,0.579,0.515,0.515,0.515,0.515,0.579,0.151,0.515,0.515,0.515,0.515,0.515,0.151,0.515,0.515,0.515,0.082,0.515,0.515,0.151,0.455,0.515,0.588,0.515,0.419,0.515,0.515,0.531,0.531,0.515,0.419
1886,1886,0.066,0.342,0.402,0.342,0.342,0.066,0.030,0.223,0.066,0.066,0.066,0.066,0.223,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.030,0.066,0.300,0.066,0.381,0.066,0.066,0.066,0.051,0.066,0.066,0.066,0.066,0.066,0.051
1887,1887,0.678,0.103,0.649,0.678,0.870,0.678,0.678,0.653,0.678,0.678,0.678,0.678,0.653,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.678,0.681,0.678,0.678,0.678,0.678,0.678,0.103,0.678,0.103,0.678,0.673,0.681,0.103
1888,1888,0.005,0.005,0.039,0.005,0.005,0.005,0.005,0.039,0.005,0.012,0.005,0.110,0.039,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.007,0.176,0.005,0.005,0.005,0.046,0.005,0.005,0.005,0.005,0.005,0.005,0.002,0.114,0.005,0.030,0.006,0.005
1889,1889,0.040,0.207,0.178,0.207,0.207,0.040,0.060,0.263,0.040,0.040,0.040,0.040,0.263,0.060,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.060,0.040,0.162,0.040,0.178,0.040,0.040,0.040,0.060,0.040,0.040,0.040,0.023,0.040,0.060
1890,1890,0.041,0.041,0.074,0.041,0.041,0.041,0.041,0.074,0.082,0.064,0.041,0.050,0.074,0.041,0.041,0.041,0.222,0.041,0.041,0.041,0.006,0.222,0.041,0.041,0.041,0.041,0.041,0.094,0.041,0.027,0.041,0.008,0.094,0.041,0.008,0.050,0.060,0.008
1891,1891,0.805,0.805,0.772,0.607,0.087,0.805,0.850,0.599,0.805,0.805,0.805,0.805,0.599,0.212,0.805,0.915,0.805,0.805,0.805,0.212,0.805,0.805,0.805,0.212,0.805,0.440,0.212,0.805,0.442,0.805,0.805,0.442,0.805,0.805,0.805,0.575,0.805,0.442
1892,1892,0.203,0.043,0.083,0.203,0.043,0.203,0.212,0.161,0.203,0.203,0.203,0.203,0.161,0.203,0.061,0.203,0.203,0.061,0.203,0.061,0.203,0.203,0.203,0.157,0.203,0.203,0.061,0.203,0.203,0.061,0.203,0.179,0.203,0.203,0.203,0.203,0.203,0.179
1893,1893,0.983,0.677,0.983,0.983,0.677,0.983,0.983,0.982,0.983,0.983,0.983,0.983,0.982,0.983,0.802,0.972,0.983,0.677,0.983,0.802,0.983,0.983,0.983,0.983,0.983,0.983,0.802,0.984,0.802,0.983,0.677,0.802,0.983,0.983,0.983,0.983,0.983,0.802
1894,1894,0.683,0.683,0.677,0.683,0.683,0.683,0.868,0.666,0.683,0.266,0.683,0.283,0.666,0.683,0.683,0.815,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.683,0.418,0.683,0.885,0.815,0.683,0.815,0.815,0.683,0.683,0.683,0.683,0.445,0.815
1895,1895,0.840,0.489,0.553,0.596,0.489,0.840,0.661,0.547,0.840,0.840,0.840,0.840,0.547,0.530,0.465,0.886,0.840,0.465,0.839,0.847,0.840,0.840,0.840,0.840,0.840,0.840,0.847,0.840,0.886,0.241,0.593,0.894,0.840,0.465,0.241,0.248,0.840,0.894
1896,1896,0.831,0.568,0.824,0.528,0.568,0.838,0.840,0.853,0.831,0.831,0.831,0.831,0.853,0.831,0.848,0.831,0.831,0.848,0.831,0.835,0.831,0.831,0.831,0.831,0.831,0.849,0.835,0.826,0.885,0.784,0.831,0.885,0.831,0.831,0.885,0.857,0.847,0.885
1897,1897,0.060,0.579,0.453,0.028,0.149,0.060,0.028,0.668,0.060,0.060,0.060,0.060,0.668,0.028,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.028,0.060,0.060,0.060,0.060,0.060,0.016,0.060,0.028,0.060,0.060,0.060,0.668,0.060,0.028
1898,1898,0.421,0.421,0.296,0.421,0.421,0.421,0.421,0.296,0.421,0.296,0.421,0.709,0.296,0.421,0.045,0.421,0.421,0.045,0.421,0.045,0.421,0.253,0.421,0.045,0.421,0.396,0.045,0.421,0.045,0.059,0.421,0.045,0.421,0.741,0.421,0.741,0.741,0.045
1899,1899,0.228,0.175,0.188,0.175,0.175,0.228,0.228,0.250,0.650,0.173,0.650,0.251,0.250,0.228,0.228,0.361,0.228,0.228,0.228,0.228,0.650,0.228,0.059,0.228,0.228,0.228,0.228,0.288,0.388,0.228,0.361,0.753,0.059,0.059,0.228,0.059,0.228,0.753
1900,1900,0.226,0.231,0.385,0.231,0.231,0.226,0.222,0.296,0.098,0.443,0.226,0.451,0.296,0.226,0.292,0.217,0.226,0.226,0.226,0.181,0.145,0.739,0.226,0.263,0.226,0.269,0.181,0.334,0.203,0.203,0.226,0.097,0.177,0.451,0.223,0.739,0.451,0.097
1901,1901,0.100,0.018,0.151,0.100,0.018,0.100,0.100,0.179,0.100,0.052,0.100,0.328,0.179,0.100,0.066,0.254,0.100,0.066,0.100,0.233,0.100,0.100,0.100,0.100,0.093,0.138,0.233,0.085,0.222,0.018,0.256,0.222,0.100,0.100,0.100,0.100,0.087,0.222
