,id,base,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42
1979,1979,0.032,0.032,0.032,0.032,0.603,0.053,0.032,0.092,0.158,0.092,0.032,0.701,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.021,0.011,0.032,0.092,0.032,0.504,0.011,0.011,0.039,0.138,0.032,0.015,0.013,0.055,0.012,0.017,0.032,0.023,0.035,0.092,0.137
1980,1980,0.040,0.021,0.040,0.021,0.058,0.011,0.040,0.270,0.018,0.270,0.152,0.042,0.040,0.041,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.019,0.270,0.040,0.270,0.040,0.296,0.040,0.100,0.007,0.066,0.040,0.011,0.041,0.042,0.011,0.011,0.084,0.030,0.040,0.060,0.072
1981,1981,0.016,0.011,0.016,0.011,0.094,0.013,0.016,0.347,0.016,0.347,0.272,0.044,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.007,0.347,0.272,0.347,0.016,0.153,0.016,0.148,0.011,0.016,0.016,0.014,0.014,0.014,0.014,0.014,0.061,0.021,0.016,0.026,0.079
1982,1982,0.037,0.037,0.037,0.037,0.302,0.050,0.037,0.415,0.037,0.415,0.462,0.121,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.028,0.415,0.384,0.415,0.037,0.374,0.028,0.061,0.295,0.090,0.211,0.025,0.018,0.456,0.018,0.415,0.095,0.037,0.160,0.050,0.456
1983,1983,0.047,0.047,0.047,0.047,0.613,0.055,0.047,0.166,0.224,0.166,0.047,0.727,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.024,0.009,0.047,0.166,0.047,0.625,0.009,0.013,0.044,0.204,0.047,0.024,0.013,0.009,0.017,0.023,0.047,0.023,0.055,0.166,0.160
1984,1984,0.980,0.923,0.936,0.923,0.892,0.758,0.980,0.980,0.980,0.980,0.980,0.921,0.980,0.980,0.984,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.980,0.833,0.980,0.980,0.980,0.833,0.984,0.980,0.980,0.980,0.980,0.980,0.980,0.993,0.984,0.980,0.913
1985,1985,0.091,0.091,0.091,0.091,0.312,0.312,0.091,0.091,0.091,0.091,0.091,0.312,0.091,0.098,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.091,0.431,0.091,0.091,0.091,0.091,0.282,0.091,0.281,0.397,0.282,0.091,0.068,0.896,0.195,0.061,0.068,0.091,0.287,0.392,0.091,0.532
1986,1986,0.042,0.042,0.042,0.042,0.296,0.296,0.042,0.042,0.120,0.042,0.553,0.296,0.042,0.080,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.357,0.042,0.553,0.042,0.042,0.342,0.042,0.357,0.037,0.315,0.042,0.155,0.357,0.105,0.011,0.401,0.158,0.094,0.037,0.146,0.178
1987,1987,0.015,0.776,0.147,0.776,0.114,0.543,0.015,0.015,0.015,0.015,0.015,0.121,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.147,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.191,0.029,0.015,0.015,0.015,0.029,0.776,0.048,0.015,0.048,0.191,0.048,0.048,0.191,0.015,0.147,0.100
1988,1988,0.102,0.102,0.102,0.102,0.078,0.078,0.102,0.102,0.102,0.102,0.102,0.078,0.102,0.102,0.102,0.102,0.102,0.102,0.102,0.102,0.102,0.102,0.102,0.023,0.041,0.102,0.102,0.102,0.138,0.041,0.138,0.102,0.566,0.102,0.025,0.023,0.566,0.102,0.102,0.102,0.025,0.023,0.025,0.350
1989,1989,0.024,0.024,0.024,0.024,0.481,0.481,0.024,0.024,0.064,0.024,0.591,0.481,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.166,0.024,0.591,0.024,0.024,0.419,0.024,0.166,0.068,0.447,0.024,0.144,0.063,0.591,0.047,0.863,0.082,0.068,0.092,0.081,0.158
1990,1990,0.163,0.494,0.163,0.494,0.554,0.410,0.163,0.163,0.163,0.163,0.336,0.833,0.163,0.076,0.168,0.163,0.076,0.163,0.076,0.163,0.163,0.163,0.163,0.335,0.163,0.336,0.163,0.163,0.163,0.163,0.205,0.335,0.163,0.154,0.758,0.090,0.198,0.084,0.142,0.413,0.218,0.111,0.514,0.100
1991,1991,0.897,0.168,0.897,0.897,0.115,0.048,0.897,0.897,0.897,0.897,0.897,0.115,0.897,0.897,0.947,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.115,0.897,0.897,0.947,0.897,0.897,0.897,0.897,0.897,0.897,0.897,0.947,0.115,0.897
1992,1992,0.863,0.799,0.788,0.799,0.822,0.721,0.863,0.863,0.863,0.863,0.863,0.859,0.863,0.799,0.763,0.863,0.799,0.863,0.799,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.863,0.541,0.863,0.863,0.863,0.541,0.763,0.763,0.863,0.863,0.863,0.863,0.562,0.863,0.269,0.863,0.809
1993,1993,0.021,0.021,0.021,0.021,0.602,0.053,0.021,0.119,0.262,0.119,0.021,0.711,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.096,0.011,0.021,0.119,0.021,0.711,0.011,0.058,0.038,0.181,0.021,0.015,0.011,0.119,0.018,0.165,0.021,0.165,0.021,0.058,0.021
1994,1994,0.022,0.022,0.022,0.022,0.599,0.051,0.022,0.229,0.103,0.229,0.022,0.599,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.083,0.009,0.022,0.229,0.022,0.598,0.009,0.083,0.014,0.088,0.022,0.007,0.012,0.009,0.009,0.009,0.022,0.117,0.014,0.076,0.056
1995,1995,0.842,0.788,0.842,0.788,0.767,0.662,0.842,0.842,0.842,0.842,0.842,0.850,0.842,0.428,0.842,0.842,0.428,0.842,0.428,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.842,0.428,0.842,0.842,0.842,0.842,0.842,0.745,0.842,0.842,0.088,0.396
1996,1996,0.240,0.033,0.240,0.033,0.681,0.681,0.240,0.240,0.240,0.240,0.240,0.681,0.240,0.033,0.240,0.240,0.033,0.240,0.033,0.240,0.240,0.240,0.240,0.603,0.240,0.240,0.240,0.240,0.240,0.240,0.103,0.603,0.240,0.033,0.240,0.603,0.742,0.240,0.240,0.240,0.603,0.603,0.240,0.765
1997,1997,0.928,0.706,0.928,0.928,0.884,0.530,0.928,0.928,0.928,0.928,0.993,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.993,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.928,0.993,0.928,0.928,0.928,0.928,0.518,0.928,0.518
1998,1998,0.828,0.533,0.736,0.533,0.693,0.057,0.828,0.828,0.633,0.828,0.828,0.793,0.828,0.828,0.853,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.186,0.210,0.828,0.828,0.828,0.132,0.210,0.186,0.734,0.884,0.853,0.816,0.828,0.828,0.828,0.828,0.828,0.828,0.828,0.182,0.477
1999,1999,0.037,0.045,0.037,0.037,0.107,0.048,0.037,0.023,0.037,0.139,0.037,0.051,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.023,0.023,0.023,0.139,0.037,0.037,0.037,0.129,0.037,0.037,0.027,0.027,0.037,0.139,0.023,0.037,0.139,0.023,0.027,0.125,0.139
2000,2000,0.119,0.218,0.119,0.097,0.034,0.054,0.119,0.156,0.028,0.119,0.649,0.038,0.119,0.104,0.119,0.119,0.104,0.119,0.104,0.119,0.119,0.119,0.119,0.014,0.010,0.119,0.119,0.119,0.109,0.010,0.069,0.119,0.247,0.301,0.213,0.213,0.247,0.119,0.119,0.033,0.014,0.119,0.101,0.251
2001,2001,0.341,0.341,0.341,0.341,0.043,0.050,0.341,0.044,0.016,0.341,0.081,0.043,0.341,0.341,0.341,0.341,0.341,0.341,0.341,0.341,0.341,0.341,0.341,0.086,0.015,0.564,0.341,0.341,0.064,0.125,0.072,0.181,0.507,0.114,0.021,0.341,0.341,0.341,0.341,0.485,0.341,0.341,0.108,0.446
2002,2002,0.018,0.018,0.018,0.018,0.577,0.048,0.018,0.070,0.077,0.070,0.018,0.577,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.012,0.006,0.018,0.070,0.018,0.521,0.006,0.012,0.022,0.141,0.018,0.012,0.012,0.006,0.007,0.010,0.018,0.012,0.027,0.070,0.126
2003,2003,0.702,0.432,0.702,0.432,0.366,0.052,0.702,0.702,0.209,0.702,0.904,0.584,0.702,0.702,0.738,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.702,0.258,0.702,0.702,0.702,0.702,0.284,0.702,0.141,0.178,0.266,0.738,0.556,0.297,0.702,0.702,0.702,0.702,0.702,0.702,0.160,0.242
2004,2004,0.388,0.388,0.010,0.388,0.195,0.075,0.388,0.777,0.526,0.777,0.388,0.195,0.388,0.388,0.388,0.388,0.388,0.388,0.388,0.007,0.388,0.388,0.388,0.039,0.097,0.388,0.777,0.007,0.388,0.097,0.039,0.388,0.388,0.040,0.097,0.097,0.097,0.097,0.097,0.388,0.777,0.388,0.777,0.245
2005,2005,0.074,0.074,0.074,0.074,0.790,0.790,0.074,0.074,0.074,0.074,0.074,0.790,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.519,0.074,0.074,0.074,0.074,0.115,0.074,0.115,0.519,0.115,0.074,0.092,0.736,0.406,0.070,0.136,0.074,0.396,0.376,0.074,0.351
2006,2006,0.068,0.023,0.068,0.023,0.023,0.049,0.068,0.066,0.033,0.078,0.106,0.059,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.027,0.022,0.016,0.078,0.068,0.012,0.015,0.083,0.023,0.068,0.015,0.068,0.068,0.078,0.016,0.068,0.022,0.024,0.043,0.131,0.068
2007,2007,0.082,0.082,0.082,0.082,0.359,0.051,0.082,0.269,0.240,0.269,0.213,0.491,0.082,0.082,0.127,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.152,0.018,0.082,0.269,0.082,0.437,0.018,0.138,0.036,0.081,0.150,0.025,0.052,0.018,0.018,0.020,0.082,0.168,0.028,0.075,0.082
2008,2008,0.589,0.589,0.589,0.589,0.158,0.084,0.589,0.589,0.342,0.589,0.589,0.158,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.396,0.589,0.589,0.589,0.589,0.742,0.589,0.052,0.308,0.839,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.589,0.198,0.257
2009,2009,0.094,0.094,0.094,0.094,0.093,0.048,0.094,0.339,0.094,0.339,0.094,0.093,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.094,0.013,0.013,0.094,0.094,0.094,0.074,0.013,0.083,0.058,0.350,0.094,0.020,0.026,0.094,0.339,0.339,0.094,0.013,0.036,0.094,0.199
2010,2010,0.886,0.886,0.009,0.886,0.099,0.852,0.886,0.886,0.886,0.886,0.886,0.099,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.013,0.886,0.886,0.886,0.886,0.886,0.886,0.886,0.013,0.886,0.886,0.886,0.886,0.886,0.015,0.886,0.886,0.888,0.886,0.886,0.886,0.712,0.886,0.886,0.824
2011,2011,0.895,0.269,0.895,0.269,0.071,0.071,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.796,0.967,0.766,0.435,0.895,0.435,0.895,0.766,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.895,0.514,0.895,0.698,0.986,0.895,0.986,0.986,0.698,0.698,0.435,0.698
2012,2012,0.120,0.068,0.120,0.068,0.582,0.060,0.120,0.120,0.120,0.120,0.587,0.608,0.120,0.068,0.120,0.120,0.068,0.120,0.068,0.120,0.120,0.120,0.120,0.195,0.120,0.120,0.120,0.120,0.120,0.120,0.134,0.195,0.126,0.120,0.178,0.161,0.120,0.177,0.194,0.120,0.195,0.399,0.124,0.446
2013,2013,0.029,0.113,0.029,0.029,0.041,0.026,0.029,0.046,0.009,0.029,0.038,0.041,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.041,0.033,0.041,0.029,0.029,0.043,0.154,0.181,0.029,0.104,0.015,0.041,0.308,0.053,0.046,0.041,0.048,0.121,0.041,0.165,0.175
2014,2014,0.117,0.117,0.117,0.117,0.674,0.047,0.117,0.492,0.336,0.492,0.117,0.674,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.117,0.102,0.028,0.117,0.492,0.117,0.703,0.028,0.102,0.117,0.152,0.117,0.021,0.021,0.021,0.028,0.028,0.117,0.492,0.117,0.021,0.337
2015,2015,0.040,0.040,0.040,0.040,0.205,0.205,0.040,0.040,0.051,0.040,0.270,0.205,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.051,0.040,0.503,0.040,0.040,0.279,0.270,0.051,0.040,0.279,0.040,0.172,0.027,0.027,0.040,0.270,0.270,0.270,0.040,0.113,0.071
2016,2016,0.196,0.462,0.196,0.462,0.497,0.048,0.196,0.196,0.047,0.196,0.495,0.482,0.196,0.196,0.196,0.196,0.196,0.196,0.196,0.196,0.196,0.196,0.196,0.013,0.196,0.196,0.196,0.196,0.065,0.196,0.036,0.008,0.238,0.196,0.455,0.196,0.196,0.196,0.196,0.196,0.196,0.196,0.090,0.093
2017,2017,0.113,0.151,0.113,0.169,0.108,0.055,0.113,0.113,0.113,0.113,0.113,0.123,0.113,0.113,0.335,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.113,0.574,0.113,0.113,0.113,0.113,0.250,0.113,0.141,0.574,0.250,0.328,0.297,0.356,0.303,0.113,0.288,0.237,0.153,0.649,0.145,0.308
2018,2018,0.004,0.121,0.004,0.121,0.412,0.051,0.004,0.015,0.024,0.015,0.004,0.412,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.007,0.003,0.004,0.015,0.004,0.288,0.003,0.007,0.008,0.099,0.004,0.085,0.007,0.003,0.004,0.006,0.148,0.007,0.006,0.342,0.028
2019,2019,0.375,0.205,0.375,0.205,0.065,0.039,0.375,0.375,0.138,0.056,0.675,0.318,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.064,0.375,0.375,0.375,0.056,0.322,0.375,0.088,0.205,0.322,0.375,0.097,0.056,0.375,0.056,0.375,0.056,0.056,0.970,0.080,0.077
2020,2020,0.105,0.020,0.105,0.020,0.528,0.062,0.105,0.105,0.105,0.105,0.404,0.665,0.105,0.039,0.105,0.105,0.039,0.105,0.039,0.105,0.105,0.105,0.105,0.267,0.105,0.105,0.105,0.105,0.129,0.105,0.092,0.267,0.193,0.105,0.103,0.105,0.105,0.105,0.466,0.127,0.171,0.814,0.064,0.306
2021,2021,0.982,0.520,0.982,0.520,0.669,0.669,0.982,0.982,0.982,0.982,0.982,0.895,0.982,0.468,0.990,0.930,0.424,0.982,0.424,0.982,0.930,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.982,0.468,0.982,0.982,0.424,0.982,0.982,0.982,0.982,0.982,0.424,0.375
2022,2022,0.011,0.011,0.011,0.011,0.607,0.052,0.011,0.078,0.256,0.078,0.375,0.607,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.080,0.004,0.375,0.078,0.011,0.607,0.004,0.080,0.011,0.149,0.011,0.090,0.010,0.084,0.004,0.101,0.375,0.154,0.053,0.099,0.011
2023,2023,0.707,0.142,0.707,0.142,0.326,0.326,0.707,0.707,0.525,0.707,0.960,0.643,0.707,0.502,0.839,0.630,0.126,0.707,0.126,0.707,0.630,0.707,0.707,0.525,0.707,0.960,0.707,0.707,0.740,0.707,0.525,0.707,0.740,0.368,0.960,0.707,0.551,0.707,0.960,0.960,0.707,0.205,0.101,0.299
2024,2024,0.140,0.294,0.140,0.294,0.797,0.700,0.140,0.140,0.140,0.140,0.140,0.831,0.140,0.140,0.223,0.140,0.140,0.140,0.140,0.140,0.140,0.140,0.140,0.525,0.140,0.140,0.140,0.140,0.238,0.140,0.146,0.525,0.238,0.223,0.234,0.510,0.545,0.140,0.167,0.137,0.602,0.246,0.092,0.482
2025,2025,0.962,0.962,0.962,0.962,0.870,0.074,0.962,0.962,0.962,0.962,0.962,0.135,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.962,0.036,0.033,0.962,0.962,0.962,0.645,0.033,0.613,0.962,0.648,0.033,0.962,0.962,0.962,0.962,0.962,0.033,0.033,0.033,0.962,0.852
2026,2026,0.242,0.161,0.242,0.161,0.688,0.688,0.242,0.242,0.242,0.242,0.242,0.791,0.242,0.076,0.362,0.242,0.076,0.242,0.076,0.242,0.242,0.242,0.242,0.245,0.242,0.242,0.242,0.242,0.242,0.242,0.273,0.245,0.242,0.339,0.753,0.151,0.094,0.242,0.179,0.120,0.245,0.203,0.214,0.332
2027,2027,0.888,0.888,0.729,0.888,0.794,0.794,0.888,0.888,0.888,0.888,0.888,0.794,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.888,0.541,0.888,0.888,0.888,0.888,0.888,0.888,0.541,0.541,0.888,0.888,0.888,0.888,0.888,0.888,0.466,0.888,0.888,0.888,0.888,0.731
2028,2028,0.936,0.936,0.080,0.936,0.109,0.530,0.936,0.936,0.936,0.936,0.936,0.161,0.936,0.936,0.911,0.936,0.936,0.936,0.936,0.132,0.936,0.936,0.936,0.936,0.936,0.936,0.936,0.132,0.936,0.936,0.936,0.936,0.936,0.911,0.787,0.678,0.936,0.936,0.936,0.936,0.936,0.746,0.522,0.936
2029,2029,0.865,0.336,0.865,0.336,0.122,0.081,0.865,0.865,0.865,0.865,0.974,0.865,0.865,0.854,0.965,0.853,0.641,0.865,0.641,0.865,0.853,0.865,0.865,0.865,0.865,0.974,0.865,0.865,0.865,0.865,0.865,0.865,0.865,0.854,0.865,0.865,0.974,0.865,0.316,0.865,0.865,0.947,0.695,0.689
2030,2030,0.327,0.849,0.387,0.849,0.813,0.711,0.327,0.327,0.327,0.327,0.327,0.888,0.327,0.026,0.327,0.327,0.026,0.327,0.026,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.327,0.781,0.128,0.857,0.327,0.327,0.327,0.327,0.232,0.327,0.327,0.511,0.327
2031,2031,0.211,0.211,0.344,0.211,0.875,0.787,0.211,0.211,0.211,0.211,0.211,0.875,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.211,0.655,0.211,0.211,0.211,0.211,0.144,0.211,0.121,0.655,0.144,0.211,0.211,0.498,0.648,0.211,0.344,0.211,0.655,0.903,0.211,0.671
2032,2032,0.029,0.029,0.029,0.029,0.097,0.097,0.029,0.002,0.076,0.002,0.213,0.097,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.023,0.002,0.559,0.029,0.029,0.210,0.029,0.257,0.020,0.273,0.029,0.176,0.008,0.194,0.002,0.559,0.092,0.002,0.104,0.172,0.067
2033,2033,0.338,0.234,0.431,0.234,0.121,0.069,0.338,0.338,0.338,0.338,0.481,0.071,0.338,0.157,0.168,0.338,0.157,0.338,0.157,0.338,0.338,0.338,0.338,0.271,0.338,0.481,0.338,0.338,0.291,0.338,0.150,0.271,0.304,0.183,0.229,0.444,0.554,0.338,0.398,0.396,0.397,0.267,0.103,0.166
2034,2034,0.141,0.027,0.141,0.027,0.099,0.051,0.141,0.070,0.141,0.141,0.194,0.119,0.141,0.149,0.369,0.180,0.059,0.141,0.059,0.141,0.180,0.141,0.141,0.141,0.082,0.194,0.141,0.141,0.141,0.141,0.214,0.141,0.141,0.182,0.141,0.141,0.366,0.070,0.141,0.141,0.082,0.194,0.194,0.587
2035,2035,0.816,0.836,0.816,0.836,0.767,0.662,0.816,0.816,0.816,0.816,0.816,0.836,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816,0.816
2036,2036,0.054,0.122,0.054,0.122,0.417,0.052,0.054,0.179,0.148,0.179,0.054,0.417,0.054,0.009,0.054,0.054,0.009,0.054,0.009,0.054,0.054,0.054,0.054,0.017,0.037,0.054,0.179,0.054,0.340,0.037,0.017,0.024,0.186,0.054,0.137,0.021,0.021,0.037,0.179,0.270,0.027,0.054,0.089,0.073
2037,2037,0.110,0.263,0.058,0.374,0.011,0.081,0.110,0.110,0.110,0.110,0.110,0.221,0.110,0.246,0.110,0.110,0.246,0.110,0.246,0.110,0.110,0.110,0.110,0.221,0.110,0.107,0.110,0.110,0.110,0.119,0.221,0.221,0.110,0.058,0.110,0.132,0.110,0.058,0.110,0.110,0.058,0.119,0.009,0.132
2038,2038,0.848,0.664,0.848,0.664,0.788,0.674,0.848,0.848,0.848,0.848,0.848,0.831,0.848,0.848,0.913,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.848,0.584,0.848,0.848,0.848,0.584,0.913,0.329,0.848,0.848,0.848,0.848,0.571,0.848,0.761,0.271,0.216
2039,2039,0.539,0.748,0.539,0.748,0.666,0.666,0.539,0.539,0.539,0.539,0.539,0.508,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.539,0.770,0.241,0.241,0.539,0.318,0.774,0.709,0.539,0.769,0.223
2040,2040,0.370,0.478,0.370,0.478,0.930,0.797,0.370,0.370,0.370,0.370,0.370,0.937,0.370,0.142,0.146,0.370,0.142,0.370,0.142,0.370,0.370,0.370,0.370,0.265,0.370,0.370,0.370,0.370,0.413,0.370,0.293,0.265,0.413,0.157,0.530,0.370,0.370,0.370,0.621,0.368,0.217,0.233,0.555,0.638
2041,2041,0.017,0.031,0.017,0.017,0.171,0.094,0.017,0.017,0.019,0.017,0.303,0.171,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.082,0.017,0.017,0.017,0.017,0.268,0.031,0.203,0.183,0.399,0.017,0.538,0.183,0.017,0.017,0.538,0.303,0.538,0.017,0.141,0.155
2042,2042,0.645,0.849,0.645,0.849,0.779,0.671,0.645,0.645,0.645,0.645,0.645,0.452,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.545,0.645,0.645,0.645,0.645,0.645,0.645,0.645,0.545,0.645
2043,2043,0.097,0.193,0.097,0.097,0.393,0.056,0.097,0.060,0.244,0.060,0.033,0.393,0.097,0.097,0.194,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.067,0.024,0.097,0.205,0.097,0.169,0.052,0.160,0.097,0.159,0.194,0.020,0.026,0.058,0.024,0.058,0.033,0.031,0.194,0.158,0.097
2044,2044,0.780,0.700,0.780,0.700,0.321,0.256,0.780,0.780,0.279,0.780,0.780,0.609,0.780,0.655,0.799,0.771,0.338,0.780,0.338,0.780,0.771,0.780,0.780,0.407,0.780,0.780,0.780,0.780,0.435,0.780,0.700,0.810,0.650,0.692,0.542,0.700,0.774,0.537,0.388,0.780,0.712,0.366,0.213,0.687
2045,2045,0.045,0.045,0.045,0.045,0.041,0.026,0.045,0.040,0.018,0.045,0.035,0.041,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.041,0.038,0.102,0.045,0.045,0.041,0.161,0.203,0.045,0.158,0.045,0.045,0.580,0.152,0.040,0.102,0.078,0.136,0.102,0.167,0.380
2046,2046,0.041,0.041,0.041,0.041,0.203,0.128,0.041,0.041,0.041,0.032,0.041,0.367,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.139,0.041,0.041,0.041,0.032,0.043,0.041,0.043,0.139,0.043,0.041,0.115,0.042,0.183,0.040,0.178,0.032,0.069,0.643,0.110,0.131
2047,2047,0.035,0.018,0.035,0.018,0.058,0.011,0.035,0.350,0.015,0.350,0.278,0.042,0.035,0.036,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.067,0.350,0.035,0.350,0.035,0.290,0.035,0.098,0.006,0.068,0.035,0.014,0.037,0.014,0.014,0.014,0.083,0.023,0.035,0.058,0.093
2048,2048,0.362,0.362,0.362,0.362,0.021,0.010,0.362,0.362,0.362,0.362,0.362,0.115,0.362,0.398,0.121,0.197,0.362,0.362,0.362,0.362,0.398,0.362,0.362,0.087,0.083,0.362,0.362,0.064,0.513,0.083,0.102,0.502,0.362,0.078,0.058,0.120,0.059,0.362,0.064,0.555,0.298,0.076,0.193,0.123
2049,2049,0.166,0.051,0.166,0.051,0.140,0.055,0.166,0.028,0.166,0.028,0.275,0.140,0.166,0.022,0.166,0.166,0.051,0.166,0.051,0.166,0.166,0.166,0.166,0.057,0.028,0.331,0.166,0.166,0.057,0.158,0.451,0.381,0.166,0.051,0.196,0.445,0.458,0.021,0.174,0.166,0.790,0.098,0.077,0.722
2050,2050,0.326,0.174,0.326,0.326,0.258,0.014,0.326,0.326,0.326,0.326,0.585,0.255,0.326,0.361,0.295,0.428,0.326,0.326,0.326,0.326,0.361,0.326,0.326,0.326,0.326,0.326,0.326,0.128,0.093,0.326,0.184,0.326,0.093,0.220,0.135,0.326,0.070,0.712,0.128,0.427,0.326,0.092,0.401,0.102
2051,2051,0.611,0.059,0.452,0.059,0.105,0.105,0.611,0.611,0.611,0.611,0.611,0.611,0.611,0.762,0.764,0.700,0.565,0.611,0.565,0.611,0.700,0.611,0.611,0.611,0.611,0.611,0.611,0.452,0.611,0.611,0.611,0.611,0.611,0.212,0.478,0.611,0.611,0.452,0.611,0.611,0.611,0.304,0.452,0.611
2052,2052,0.902,0.287,0.902,0.287,0.655,0.655,0.902,0.902,0.902,0.902,0.902,0.761,0.902,0.081,0.902,0.902,0.081,0.902,0.081,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.376,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.902,0.287
2053,2053,0.484,0.835,0.484,0.835,0.764,0.662,0.484,0.484,0.484,0.484,0.484,0.836,0.484,0.484,0.734,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.484,0.734,0.810,0.484,0.484,0.484,0.835,0.840,0.633,0.734,0.840,0.258
2054,2054,0.861,0.424,0.134,0.424,0.232,0.566,0.861,0.861,0.861,0.861,0.861,0.321,0.861,0.686,0.861,0.861,0.686,0.861,0.686,0.162,0.861,0.861,0.861,0.861,0.861,0.861,0.861,0.162,0.861,0.861,0.861,0.861,0.861,0.740,0.673,0.861,0.861,0.861,0.861,0.673,0.861,0.861,0.276,0.861
